date,open,high,low,close,adj close,volume,name
5/1/20,71.5625,74.75,71.462502,72.267502,71.818787,240616800,AAPL
5/4/20,72.292503,73.422501,71.580002,73.290001,72.83493,133568000,AAPL
5/5/20,73.764999,75.25,73.614998,74.389999,73.928101,147751200,AAPL
5/6/20,75.114998,75.809998,74.717499,75.157501,74.690842,142333600,AAPL
5/7/20,75.805,76.292503,75.4925,75.934998,75.463509,115215200,AAPL
5/8/20,76.410004,77.587502,76.072502,77.532501,77.259674,134048000,AAPL
5/11/20,77.025002,79.262497,76.809998,78.752502,78.475372,145946400,AAPL
5/12/20,79.457497,79.922501,77.727501,77.852501,77.578537,162301200,AAPL
5/13/20,78.037498,78.987503,75.802498,76.912498,76.641853,200622400,AAPL
5/14/20,76.127502,77.447502,75.3825,77.385002,77.112686,158929200,AAPL
5/15/20,75.087502,76.974998,75.052498,76.927498,76.656792,166348400,AAPL
5/18/20,78.292503,79.125,77.580002,78.739998,78.462914,135372400,AAPL
5/19/20,78.7575,79.629997,78.252502,78.285004,78.009521,101729600,AAPL
5/20/20,79.169998,79.879997,79.129997,79.807503,79.526665,111504800,AAPL
5/21/20,79.665001,80.222504,78.967499,79.212502,78.933754,102688800,AAPL
5/22/20,78.942497,79.807503,78.837502,79.722504,79.441963,81803200,AAPL
5/26/20,80.875,81.059998,79.125,79.182503,78.903862,125522000,AAPL
5/27/20,79.035004,79.677498,78.272499,79.527496,79.247643,112945200,AAPL
5/28/20,79.192497,80.860001,78.907501,79.5625,79.282524,133560800,AAPL
5/29/20,79.8125,80.287498,79.1175,79.485001,79.205299,153598000,AAPL
6/1/20,79.4375,80.587502,79.302498,80.462502,80.179359,80791200,AAPL
6/2/20,80.1875,80.860001,79.732498,80.834999,80.550545,87642800,AAPL
6/3/20,81.165001,81.550003,80.574997,81.279999,80.99398,104491200,AAPL
6/4/20,81.097504,81.404999,80.195,80.580002,80.296448,87560400,AAPL
6/5/20,80.837502,82.9375,80.807503,82.875,82.583374,137250400,AAPL
6/8/20,82.5625,83.400002,81.830002,83.364998,83.07164,95654400,AAPL
6/9/20,83.035004,86.402496,83.002502,85.997498,85.694878,147712400,AAPL
6/10/20,86.974998,88.692497,86.522499,88.209999,87.89959,166651600,AAPL
6/11/20,87.327499,87.764999,83.870003,83.974998,83.679497,201662400,AAPL
6/12/20,86.18,86.949997,83.555,84.699997,84.401947,200146000,AAPL
6/15/20,83.3125,86.419998,83.144997,85.747498,85.445755,138808800,AAPL
6/16/20,87.864998,88.300003,86.18,88.019997,87.710258,41357200,AAPL
6/17/20,88.787498,88.849998,87.772499,87.897499,87.588196,28532000,AAPL
6/18/20,87.852501,88.362503,87.305,87.932503,87.623077,24205100,AAPL
6/19/20,88.660004,89.139999,86.287498,87.43,87.122337,66119000,AAPL
6/22/20,87.834999,89.864998,87.787498,89.717499,89.401787,33861300,AAPL
6/23/20,91,93.095001,90.567497,91.6325,91.310051,53038900,AAPL
6/24/20,91.25,92.197502,89.629997,90.014999,89.698242,48155800,AAPL
6/25/20,90.175003,91.25,89.392502,91.209999,90.889038,34380600,AAPL
6/26/20,91.102501,91.330002,88.254997,88.407501,88.096405,51314200,AAPL
6/29/20,88.3125,90.542503,87.82,90.445,90.126732,32661500,AAPL
6/30/20,90.019997,91.495003,90,91.199997,90.879066,35055800,AAPL
7/1/20,91.279999,91.839996,90.977501,91.027496,90.707176,27684300,AAPL
7/2/20,91.962502,92.6175,90.910004,91.027496,90.707176,28510400,AAPL
7/6/20,92.5,93.945,92.467499,93.462502,93.133614,29663900,AAPL
7/7/20,93.852501,94.654999,93.057503,93.172501,92.844635,28106100,AAPL
7/8/20,94.18,95.375,94.089996,95.342499,95.006996,29273000,AAPL
7/9/20,96.262497,96.317497,94.672501,95.752502,95.415558,31410700,AAPL
7/10/20,95.334999,95.980003,94.705002,95.919998,95.582466,22564300,AAPL
7/13/20,97.264999,99.955002,95.2575,95.477501,95.141525,47912300,AAPL
7/14/20,94.839996,97.254997,93.877502,97.057503,96.715965,42747300,AAPL
7/15/20,98.989998,99.247498,96.489998,97.724998,97.381111,38299500,AAPL
7/16/20,96.5625,97.404999,95.904999,96.522499,96.182846,27644400,AAPL
7/17/20,96.987503,97.147499,95.839996,96.327499,95.988533,23046700,AAPL
7/20/20,96.417503,98.5,96.0625,98.357498,98.011391,22579500,AAPL
7/21/20,99.172501,99.25,96.7425,97,96.658661,25911500,AAPL
7/22/20,96.692497,97.974998,96.602501,97.272499,96.930199,22215400,AAPL
7/23/20,96.997498,97.077499,92.010002,92.845001,92.518288,197004400,AAPL
7/24/20,90.987503,92.970001,89.144997,92.614998,92.289093,185438800,AAPL
7/27/20,93.709999,94.904999,93.480003,94.809998,94.476364,121214000,AAPL
7/28/20,94.3675,94.550003,93.247498,93.252502,92.924355,103625600,AAPL
7/29/20,93.75,95.230003,93.712502,95.040001,94.705559,90329200,AAPL
7/30/20,94.1875,96.297501,93.767502,96.190002,95.851517,158130000,AAPL
7/31/20,102.885002,106.415001,100.824997,106.260002,105.886086,374336800,AAPL
8/3/20,108.199997,111.637497,107.892502,108.9375,108.554153,308151200,AAPL
8/4/20,109.1325,110.790001,108.387497,109.665001,109.279099,173071600,AAPL
8/5/20,109.377502,110.392502,108.897499,110.0625,109.675194,121992000,AAPL
8/6/20,110.404999,114.412498,109.797501,113.902496,113.501678,202428800,AAPL
8/7/20,113.205002,113.675003,110.292503,111.112503,110.921135,198045600,AAPL
8/10/20,112.599998,113.775002,110,112.727501,112.533356,212403600,AAPL
8/11/20,111.970001,112.482498,109.107498,109.375,109.186623,187902400,AAPL
8/12/20,110.497498,113.275002,110.297501,113.010002,112.815369,165944800,AAPL
8/13/20,114.43,116.042503,113.927498,115.010002,114.81192,210082000,AAPL
8/14/20,114.830002,115,113.044998,114.907501,114.709602,165565200,AAPL
8/17/20,116.0625,116.087502,113.962502,114.607498,114.41011,119561600,AAPL
8/18/20,114.352501,116,114.0075,115.5625,115.363472,105633600,AAPL
8/19/20,115.982498,117.162498,115.610001,115.707497,115.508217,145538000,AAPL
8/20/20,115.75,118.392502,115.732498,118.275002,118.071297,126907200,AAPL
8/21/20,119.262497,124.8675,119.25,124.370003,124.1558,338054800,AAPL
8/24/20,128.697495,128.785004,123.9375,125.857498,125.640739,345937600,AAPL
8/25/20,124.697502,125.18,123.052498,124.824997,124.610016,211495600,AAPL
8/26/20,126.18,126.9925,125.082497,126.522499,126.304596,163022400,AAPL
8/27/20,127.142502,127.485001,123.832497,125.010002,124.794701,155552400,AAPL
8/28/20,126.012497,126.442497,124.577499,124.807503,124.592552,187630000,AAPL
8/31/20,127.580002,131,126,129.039993,128.817749,225702700,AAPL
9/1/20,132.759995,134.800003,130.529999,134.179993,133.948898,152470100,AAPL
9/2/20,137.589996,137.979996,127,131.399994,131.173691,200119000,AAPL
9/3/20,126.910004,128.839996,120.5,120.879997,120.671806,257599600,AAPL
9/4/20,120.07,123.699997,110.889999,120.959999,120.751671,332607200,AAPL
9/8/20,113.949997,118.989998,112.68,112.82,112.625694,231366600,AAPL
9/9/20,117.260002,119.139999,115.260002,117.32,117.117943,176940500,AAPL
9/10/20,120.360001,120.5,112.5,113.489998,113.29454,182274400,AAPL
9/11/20,114.57,115.230003,110,112,111.807106,180860300,AAPL
9/14/20,114.720001,115.93,112.800003,115.360001,115.161316,140150100,AAPL
9/15/20,118.330002,118.830002,113.610001,115.540001,115.341011,184642000,AAPL
9/16/20,115.230003,116,112.040001,112.129997,111.936882,154679000,AAPL
9/17/20,109.720001,112.199997,108.709999,110.339996,110.149963,178011000,AAPL
9/18/20,110.400002,110.879997,106.089996,106.839996,106.655991,287104900,AAPL
9/21/20,104.540001,110.190002,103.099998,110.080002,109.890411,195713800,AAPL
9/22/20,112.68,112.860001,109.160004,111.809998,111.617432,183055400,AAPL
9/23/20,111.620003,112.110001,106.769997,107.120003,106.935509,150718700,AAPL
9/24/20,105.169998,110.25,105,108.220001,108.033615,167743300,AAPL
9/25/20,108.43,112.440002,107.669998,112.279999,112.086624,149981400,AAPL
9/28/20,115.010002,115.32,112.779999,114.959999,114.762009,137672400,AAPL
9/29/20,114.550003,115.309998,113.57,114.089996,113.893501,99382200,AAPL
9/30/20,113.790001,117.260002,113.620003,115.809998,115.610542,142675200,AAPL
10/1/20,117.639999,117.720001,115.830002,116.790001,116.58886,116120400,AAPL
10/2/20,112.889999,115.370003,112.220001,113.019997,112.825348,144712000,AAPL
10/5/20,113.910004,116.650002,113.550003,116.5,116.299355,106243800,AAPL
10/6/20,115.699997,116.120003,112.25,113.160004,112.965111,161498200,AAPL
10/7/20,114.620003,115.550003,114.129997,115.080002,114.881805,96849000,AAPL
10/8/20,116.25,116.400002,114.589996,114.970001,114.771988,83477200,AAPL
10/9/20,115.279999,117,114.919998,116.970001,116.768547,100506900,AAPL
10/12/20,120.059998,125.18,119.279999,124.400002,124.185753,240226800,AAPL
10/13/20,125.269997,125.389999,119.650002,121.099998,120.891434,262330500,AAPL
10/14/20,121,123.029999,119.620003,121.190002,120.981277,151062300,AAPL
10/15/20,118.720001,121.199997,118.150002,120.709999,120.502106,112559200,AAPL
10/16/20,121.279999,121.550003,118.809998,119.019997,118.81501,115393800,AAPL
10/19/20,119.959999,120.419998,115.660004,115.980003,115.780251,120639300,AAPL
10/20/20,116.199997,118.980003,115.629997,117.510002,117.307617,124423700,AAPL
10/21/20,116.669998,118.709999,116.449997,116.870003,116.668724,89946000,AAPL
10/22/20,117.449997,118.040001,114.589996,115.75,115.550644,101988000,AAPL
10/23/20,116.389999,116.550003,114.279999,115.040001,114.841873,82572600,AAPL
10/26/20,114.010002,116.550003,112.879997,115.050003,114.851852,111850700,AAPL
10/27/20,115.489998,117.279999,114.540001,116.599998,116.399178,92276800,AAPL
10/28/20,115.050003,115.43,111.099998,111.199997,111.008476,143937800,AAPL
10/29/20,112.370003,116.93,112.199997,115.32,115.121384,146129200,AAPL
10/30/20,111.059998,111.989998,107.720001,108.860001,108.672516,190272600,AAPL
11/2/20,109.110001,110.68,107.32,108.769997,108.582664,122866900,AAPL
11/3/20,109.660004,111.489998,108.730003,110.440002,110.249794,107624400,AAPL
11/4/20,114.139999,115.589996,112.349998,114.949997,114.752022,138235500,AAPL
11/5/20,117.949997,119.620003,116.870003,119.029999,118.824997,126387100,AAPL
11/6/20,118.32,119.199997,116.129997,118.690002,118.690002,114457900,AAPL
11/9/20,120.5,121.989998,116.050003,116.32,116.32,154515300,AAPL
11/10/20,115.550003,117.589996,114.129997,115.970001,115.970001,138023400,AAPL
11/11/20,117.190002,119.629997,116.440002,119.489998,119.489998,112295000,AAPL
11/12/20,119.620003,120.529999,118.57,119.209999,119.209999,103162300,AAPL
11/13/20,119.440002,119.669998,117.870003,119.260002,119.260002,81581900,AAPL
11/16/20,118.919998,120.989998,118.150002,120.300003,120.300003,91183000,AAPL
11/17/20,119.550003,120.669998,118.959999,119.389999,119.389999,74271000,AAPL
11/18/20,118.610001,119.82,118,118.029999,118.029999,76322100,AAPL
11/19/20,117.589996,119.059998,116.809998,118.639999,118.639999,74113000,AAPL
11/20/20,118.639999,118.769997,117.290001,117.339996,117.339996,73604300,AAPL
11/23/20,117.18,117.620003,113.75,113.849998,113.849998,127959300,AAPL
11/24/20,113.910004,115.849998,112.589996,115.169998,115.169998,113874200,AAPL
11/25/20,115.550003,116.75,115.169998,116.029999,116.029999,76499200,AAPL
11/27/20,116.57,117.489998,116.220001,116.589996,116.589996,46691300,AAPL
11/30/20,116.970001,120.970001,116.809998,119.050003,119.050003,169410200,AAPL
12/1/20,121.010002,123.470001,120.010002,122.720001,122.720001,128166800,AAPL
12/2/20,122.019997,123.370003,120.889999,123.080002,123.080002,89004200,AAPL
12/3/20,123.519997,123.779999,122.209999,122.940002,122.940002,78967600,AAPL
12/4/20,122.599998,122.860001,121.519997,122.25,122.25,78260400,AAPL
12/7/20,122.309998,124.57,122.25,123.75,123.75,86712000,AAPL
12/8/20,124.370003,124.980003,123.089996,124.379997,124.379997,82225500,AAPL
12/9/20,124.529999,125.949997,121,121.779999,121.779999,115089200,AAPL
12/10/20,120.5,123.870003,120.150002,123.239998,123.239998,81312200,AAPL
12/11/20,122.43,122.760002,120.550003,122.410004,122.410004,86939800,AAPL
12/14/20,122.599998,123.349998,121.540001,121.779999,121.779999,79184500,AAPL
12/15/20,124.339996,127.900002,124.129997,127.879997,127.879997,157572300,AAPL
12/16/20,127.410004,128.369995,126.559998,127.809998,127.809998,98208600,AAPL
12/17/20,128.899994,129.580002,128.039993,128.699997,128.699997,94359800,AAPL
12/18/20,128.960007,129.100006,126.120003,126.660004,126.660004,192541500,AAPL
12/21/20,125.019997,128.309998,123.449997,128.229996,128.229996,121251600,AAPL
12/22/20,131.610001,134.410004,129.649994,131.880005,131.880005,168904800,AAPL
12/23/20,132.160004,132.429993,130.779999,130.960007,130.960007,88223700,AAPL
12/24/20,131.320007,133.460007,131.100006,131.970001,131.970001,54930100,AAPL
12/28/20,133.990005,137.339996,133.509995,136.690002,136.690002,124486200,AAPL
12/29/20,138.050003,138.789993,134.339996,134.869995,134.869995,121047300,AAPL
12/30/20,135.580002,135.990005,133.399994,133.720001,133.720001,96452100,AAPL
12/31/20,134.080002,134.740005,131.720001,132.690002,132.690002,98990400,AAPL
1/4/21,133.520004,133.610001,126.760002,129.410004,129.410004,143301900,AAPL
1/5/21,128.889999,131.740005,128.429993,131.009995,131.009995,97664900,AAPL
1/6/21,127.720001,131.050003,126.379997,126.599998,126.599998,155088000,AAPL
1/7/21,128.360001,131.630005,127.860001,130.919998,130.919998,109578200,AAPL
1/8/21,132.429993,132.630005,130.229996,132.050003,132.050003,105158200,AAPL
1/11/21,129.190002,130.169998,128.5,128.979996,128.979996,100620900,AAPL
1/12/21,128.5,129.690002,126.860001,128.800003,128.800003,91951100,AAPL
1/13/21,128.759995,131.449997,128.490005,130.889999,130.889999,88636800,AAPL
1/14/21,130.800003,131,128.759995,128.910004,128.910004,90221800,AAPL
1/15/21,128.779999,130.220001,127,127.139999,127.139999,111598500,AAPL
1/19/21,127.779999,128.710007,126.940002,127.830002,127.830002,90757300,AAPL
1/20/21,128.660004,132.490005,128.550003,132.029999,132.029999,104319500,AAPL
1/21/21,133.800003,139.669998,133.589996,136.869995,136.869995,120150900,AAPL
1/22/20,1491,1503.213989,1484.930054,1485.949951,1485.949951,1610800,GOOG
1/23/20,1487.640015,1495.52002,1482.099976,1486.650024,1486.650024,1351200,GOOG
1/24/20,1493.589966,1495.494995,1465.25,1466.709961,1466.709961,1784600,GOOG
1/27/20,1431,1438.069946,1421.199951,1433.900024,1433.900024,1755200,GOOG
1/28/20,1443,1456,1432.469971,1452.560059,1452.560059,1577400,GOOG
1/29/20,1458.800049,1465.430054,1446.73999,1458.630005,1458.630005,1077700,GOOG
1/30/20,1439.959961,1457.280029,1436.400024,1455.839966,1455.839966,1339400,GOOG
1/31/20,1468.900024,1470.130005,1428.530029,1434.22998,1434.22998,2417200,GOOG
2/3/20,1462,1490,1458.98999,1485.939941,1485.939941,3055200,GOOG
2/4/20,1457.069946,1469.5,1426.300049,1447.069946,1447.069946,3933000,GOOG
2/5/20,1462.420044,1463.839966,1430.560059,1448.22998,1448.22998,1986200,GOOG
2/6/20,1450.329956,1482,1449.569946,1476.22998,1476.22998,1679400,GOOG
2/7/20,1467.300049,1485.839966,1466.349976,1479.22998,1479.22998,1172300,GOOG
2/10/20,1474.319946,1509.5,1474.319946,1508.680054,1508.680054,1419900,GOOG
2/11/20,1511.810059,1529.630005,1505.637939,1508.790039,1508.790039,1344600,GOOG
2/12/20,1514.47998,1520.694946,1508.109985,1518.27002,1518.27002,1167600,GOOG
2/13/20,1512.689941,1527.180054,1504.599976,1514.660034,1514.660034,929500,GOOG
2/14/20,1515.599976,1520.73999,1507.339966,1520.73999,1520.73999,1197800,GOOG
2/18/20,1515,1531.630005,1512.589966,1519.670044,1519.670044,1120700,GOOG
2/19/20,1525.069946,1532.105957,1521.400024,1526.689941,1526.689941,949300,GOOG
2/20/20,1522,1529.640015,1506.819946,1518.150024,1518.150024,1096600,GOOG
2/21/20,1508.030029,1512.214966,1480.439941,1485.109985,1485.109985,1731700,GOOG
2/24/20,1426.109985,1436.969971,1411.390015,1421.589966,1421.589966,2867100,GOOG
2/25/20,1433,1438.140015,1382.400024,1388.449951,1388.449951,2478300,GOOG
2/26/20,1396.140015,1415.699951,1379,1393.180054,1393.180054,2202400,GOOG
2/27/20,1362.060059,1371.703979,1317.170044,1318.089966,1318.089966,2978300,GOOG
2/28/20,1277.5,1341.140015,1271,1339.329956,1339.329956,3790600,GOOG
3/2/20,1351.609985,1390.869995,1326.814941,1389.109985,1389.109985,2431500,GOOG
3/3/20,1399.420044,1410.150024,1332,1341.390015,1341.390015,2402300,GOOG
3/4/20,1359.22998,1388.089966,1343.109985,1386.52002,1386.52002,1913300,GOOG
3/5/20,1350.199951,1358.910034,1305.099976,1319.040039,1319.040039,2561300,GOOG
3/6/20,1277.060059,1306.219971,1261.050049,1298.410034,1298.410034,2660600,GOOG
3/9/20,1205.300049,1254.76001,1200,1215.560059,1215.560059,3365400,GOOG
3/10/20,1260,1281.150024,1218.77002,1280.390015,1280.390015,2611400,GOOG
3/11/20,1249.699951,1260.959961,1196.069946,1215.410034,1215.410034,2608500,GOOG
3/12/20,1126,1193.869995,1113.300049,1114.910034,1114.910034,4226700,GOOG
3/13/20,1179,1219.76001,1117.142944,1219.72998,1219.72998,3700100,GOOG
3/16/20,1096,1152.266968,1074.439941,1084.329956,1084.329956,4252400,GOOG
3/17/20,1093.109985,1130.859985,1056.01001,1119.800049,1119.800049,3861500,GOOG
3/18/20,1056.51001,1106.5,1037.280029,1096.800049,1096.800049,4233400,GOOG
3/19/20,1093.050049,1157.969971,1060.108032,1115.290039,1115.290039,3651100,GOOG
3/20/20,1135.719971,1143.98999,1065.48999,1072.319946,1072.319946,3601800,GOOG
3/23/20,1061.319946,1071.319946,1013.536011,1056.619995,1056.619995,4044100,GOOG
3/24/20,1103.77002,1135,1090.619995,1134.459961,1134.459961,3344500,GOOG
3/25/20,1126.469971,1148.900024,1086.01001,1102.48999,1102.48999,4081500,GOOG
3/26/20,1111.800049,1169.969971,1093.530029,1161.75,1161.75,3571700,GOOG
3/27/20,1125.670044,1150.670044,1105.910034,1110.709961,1110.709961,3208500,GOOG
3/30/20,1125.040039,1151.630005,1096.47998,1146.819946,1146.819946,2574100,GOOG
3/31/20,1147.300049,1175.310059,1138.140015,1162.810059,1162.810059,2486400,GOOG
4/1/20,1122,1129.689941,1097.449951,1105.619995,1105.619995,2344200,GOOG
4/2/20,1098.26001,1126.859985,1096.400024,1120.839966,1120.839966,1964900,GOOG
4/3/20,1119.015015,1123.540039,1079.810059,1097.880005,1097.880005,2313400,GOOG
4/6/20,1138,1194.660034,1130.939941,1186.920044,1186.920044,2664700,GOOG
4/7/20,1221,1225,1182.22998,1186.51001,1186.51001,2387300,GOOG
4/8/20,1206.5,1219.069946,1188.160034,1210.280029,1210.280029,1975100,GOOG
4/9/20,1224.079956,1225.569946,1196.734985,1211.449951,1211.449951,2175400,GOOG
4/13/20,1209.180054,1220.51001,1187.598022,1217.560059,1217.560059,1739800,GOOG
4/14/20,1245.089966,1282.069946,1236.930054,1269.22998,1269.22998,2470400,GOOG
4/15/20,1245.609985,1280.459961,1240.400024,1262.469971,1262.469971,1671700,GOOG
4/16/20,1274.099976,1279,1242.619995,1263.469971,1263.469971,2518100,GOOG
4/17/20,1284.849976,1294.430054,1271.22998,1283.25,1283.25,1949000,GOOG
4/20/20,1271,1281.599976,1261.369995,1266.609985,1266.609985,1695500,GOOG
4/21/20,1247,1254.27002,1209.709961,1216.339966,1216.339966,2153000,GOOG
4/22/20,1245.540039,1285.613037,1242,1263.209961,1263.209961,2093100,GOOG
4/23/20,1271.550049,1293.310059,1265.670044,1276.310059,1276.310059,1566200,GOOG
4/24/20,1261.170044,1280.400024,1249.449951,1279.310059,1279.310059,1640400,GOOG
4/27/20,1296,1296.150024,1269,1275.880005,1275.880005,1600600,GOOG
4/28/20,1287.930054,1288.050049,1232.199951,1233.670044,1233.670044,2951300,GOOG
4/29/20,1341.459961,1359.98999,1325.339966,1341.47998,1341.47998,3793600,GOOG
4/30/20,1324.880005,1352.819946,1322.48999,1348.660034,1348.660034,2668900,GOOG
5/1/20,1328.5,1352.069946,1311,1320.609985,1320.609985,2072500,GOOG
5/4/20,1308.22998,1327.660034,1299,1326.800049,1326.800049,1504000,GOOG
5/5/20,1337.920044,1373.939941,1337.459961,1351.109985,1351.109985,1651500,GOOG
5/6/20,1361.689941,1371.119995,1347.290039,1347.300049,1347.300049,1215400,GOOG
5/7/20,1365.939941,1377.599976,1355.27002,1372.560059,1372.560059,1397600,GOOG
5/8/20,1383.130005,1398.76001,1375.47998,1388.369995,1388.369995,1388100,GOOG
5/11/20,1378.280029,1416.530029,1377.151978,1403.26001,1403.26001,1412100,GOOG
5/12/20,1407.119995,1415,1374.77002,1375.73999,1375.73999,1390600,GOOG
5/13/20,1377.050049,1385.482056,1328.400024,1349.329956,1349.329956,1812600,GOOG
5/14/20,1335.02002,1357.420044,1323.910034,1356.130005,1356.130005,1603100,GOOG
5/15/20,1350,1374.47998,1339,1373.189941,1373.189941,1707700,GOOG
5/18/20,1361.75,1392.324951,1354.25,1383.939941,1383.939941,1824000,GOOG
5/19/20,1386.996948,1392,1373.484985,1373.484985,1373.484985,1280600,GOOG
5/20/20,1389.579956,1410.420044,1387.25,1406.719971,1406.719971,1655400,GOOG
5/21/20,1408,1415.48999,1393.449951,1402.800049,1402.800049,1385000,GOOG
5/22/20,1396.709961,1412.76001,1391.829956,1410.420044,1410.420044,1309400,GOOG
5/26/20,1437.27002,1441,1412.130005,1417.02002,1417.02002,2060600,GOOG
5/27/20,1417.25,1421.73999,1391.290039,1417.839966,1417.839966,1685800,GOOG
5/28/20,1396.859985,1440.839966,1396,1416.72998,1416.72998,1692200,GOOG
5/29/20,1416.939941,1432.569946,1413.349976,1428.920044,1428.920044,1838100,GOOG
6/1/20,1418.390015,1437.959961,1418,1431.819946,1431.819946,1217100,GOOG
6/2/20,1430.550049,1439.609985,1418.829956,1439.219971,1439.219971,1278100,GOOG
